-0.6854908,-0.14032811,-0.0420761
0.38003114,-0.18266478,-0.12010291
-0.1622049,0.08083788,0.045262806
-0.9130637,-0.21182916,-0.08225796
-0.082492165,0.15069713,0.07623096
-0.24180545,-0.41650096,-0.275813
-0.7450176,-0.14760938,-0.01905371
-0.8289488,-0.012850953,-0.012649887
-0.27461883,-0.06322144,0.042757533
0.4009711,0.13677143,0.05839463
0.533646,0.006128303,0.014514356
-0.99198574,-0.20321077,-0.05722692
-0.14090548,-0.4186785,-0.27960804
-0.5915202,-0.188545,-0.0382658
-0.1912231,-0.41737399,-0.27754867
0.7334886,0.14182696,0.03573326
